# Results of the simulations. Done for the three-param LD law with:
# Period = 1.0, t0 = 0.0, b = 0.0, N = 1000 and n_try = 100
#
# gnum 	 input_p 	 input_a 	 input_teff 	 p_fixed 	 sigma_p_fixed 	 p_float 	 sigma_p_float 	 a_fixed 	 sigma_a_fixed 	 a_float 	 sigma_a_float	 i_fixed 	 sigma_i_fixed 	 i_float 	 sigma_i_float
0	0.01	3.27	3500.0	0.0100008989306	6.74669965495e-10	0.0100017581971	2.36266157734e-08	3.26989019795	9.59392949149e-07	3.2706195587	7.91173604706e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	3750.0	0.0100009481957	7.16621992014e-10	0.0100018368917	3.52406852774e-08	3.26988225754	1.00130092892e-06	3.27064749157	1.11963311684e-05	90.0	0.0	90.0	0.0
0	0.01	3.27	4000.0	0.0100009850705	1.15289640235e-10	0.010002006649	3.22687961142e-08	3.26987569695	1.53485816893e-07	3.27070865458	1.08010634476e-05	90.0	0.0	90.0	0.0
0	0.01	3.27	4250.0	0.0100011499484	4.75896335672e-10	0.0100024774476	5.05174106363e-08	3.26985667938	6.93747721238e-07	3.270876357	1.36269092846e-05	90.0	0.0	90.0	0.0
0	0.01	3.27	4500.0	0.0100012358482	2.46948751514e-10	0.0100021876792	2.27352906761e-08	3.26985009033	2.2696183954e-07	3.27080198027	7.69090247041e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	4750.0	0.0100011686213	3.54570916961e-10	0.0100014224375	1.2509712926e-08	3.26986139995	5.12855844215e-07	3.27056514325	3.8185587484e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	5000.0	0.0100011305921	2.67164963486e-10	0.0100010528917	6.01900869472e-09	3.26986756114	2.16410092561e-07	3.27045024565	2.38389234525e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	5250.0	0.0100010806435	2.46454288111e-10	0.0100010112668	5.94921396726e-09	3.26987363496	1.57131311213e-07	3.2704297426	2.40569974375e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	5500.0	0.010000993551	1.18144820727e-10	0.0100012435268	1.17409158272e-08	3.26988347568	2.23937865965e-07	3.27048197341	4.25720133754e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	5750.0	0.0100008721455	1.80009533746e-10	0.0100015032569	2.26753959158e-08	3.26989678315	3.55818786549e-07	3.27053787991	7.92076518584e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	6000.0	0.0100007493797	1.88985920979e-10	0.0100012469373	1.4691752602e-08	3.26991013452	5.6495950991e-07	3.27044628507	5.04791277126e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	6250.0	0.0100006567147	2.37755913091e-10	0.0100010642399	1.62260959167e-08	3.26992021925	5.9953851756e-07	3.27038171424	5.27645812161e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	6500.0	0.0100006233235	1.92305278168e-10	0.0100009753114	3.7993260992e-09	3.26992340936	4.65926271227e-07	3.27035065067	1.10270542183e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	6750.0	0.0100006033413	2.1766232936e-10	0.0100009329762	1.49390277586e-08	3.26992525519	5.5328613887e-07	3.27033576622	4.6770138023e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	7000.0	0.0100006069457	9.14075845682e-11	0.0100009176011	7.1814342167e-09	3.26992452245	3.27630154135e-07	3.27033106932	2.3569253785e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	7250.0	0.010000626851	1.41290613143e-10	0.0100009356505	9.13423315299e-09	3.26992190307	1.51781328457e-07	3.27033697136	2.93628393201e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	7500.0	0.0100006431481	1.77083903741e-10	0.0100009460653	3.68118210148e-09	3.26991977826	1.99338659935e-07	3.27034105202	1.12908545592e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	7750.0	0.0100006533766	2.60071783909e-10	0.0100009577377	1.17708693799e-08	3.26991850387	2.59065677955e-07	3.27034529851	3.83711208192e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	8000.0	0.0100006749399	1.86268182878e-10	0.0100009793231	7.63173137213e-09	3.26991612669	1.75448582242e-07	3.27035333668	2.77229053471e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	8500.0	0.0100007094571	4.00630907249e-10	0.0100010287088	1.68086365193e-08	3.26991443334	4.93364045491e-07	3.27037149547	5.77404166562e-06	90.0	0.0	90.0	0.0
0	0.01	3.27	8750.0	0.0100008138521	1.66111392108e-10	0.0100011433643	6.71140411979e-09	3.26990115566	2.63146604254e-07	3.2704154444	2.41393348777e-06	90.0	0.0	90.0	0.0
1	0.07	3.27	3500.0	0.0700110537807	1.09878821362e-09	0.0700267045593	3.83148388219e-08	3.27055112829	9.03120498711e-08	3.27126405428	1.71674575764e-06	90.0	0.0	90.0	0.0
1	0.07	3.27	3750.0	0.0700116399883	9.63698309819e-10	0.0700278833654	3.02387170251e-08	3.27057637955	8.46178349936e-08	3.27132010092	1.35386891882e-06	90.0	0.0	90.0	0.0
1	0.07	3.27	4000.0	0.0700122739415	1.13472684748e-09	0.0700307522412	3.77072641165e-08	3.27063151711	1.08340593118e-07	3.27145542449	1.69307409187e-06	90.0	0.0	90.0	0.0
1	0.07	3.27	4250.0	0.0700146221124	1.00701109831e-09	0.0700383801495	3.03846387061e-08	3.27079220628	9.37396484571e-08	3.27181592787	1.30067710312e-06	90.0	0.0	90.0	0.0
1	0.07	3.27	4500.0	0.0700157360531	1.17745743988e-09	0.070015736055	1.17831073492e-09	3.27085381239	1.0915021143e-07	3.27085381265	1.09105649809e-07	90.0	0.0	90.0	0.0
